"unidade";"equipe";"cd_grupo_cid";"nm_grupo_cid";"consultas"
"CS COSTA DA LAGOA";"460";"Z30-Z39";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM CIRCUNSTÂNCIAS RELACIONADAS COM A REPRODUÇÃO";"25"
"CS COSTA DA LAGOA";"460";"E10-E14";"DIABETES MELLITUS";"17"
"CS COSTA DA LAGOA";"460";"N30-N39";"OUTRAS DOENÇAS DO APARELHO URINÁRIO";"17"
"CS COSTA DA LAGOA";"460";"M20-M25";"OUTROS TRANSTORNOS ARTICULARES";"16"
"CS COSTA DA LAGOA";"460";"A00-A09";"DOENÇAS INFECCIOSAS INTESTINAIS";"13"
"CS COSTA DA LAGOA";"460";"F40-F48";"TRANSTORNOS NEURÓTICOS, TRANSTORNOS RELACIONADOS COM O ""STRESS"" E TRANSTORNOS SOMATOFORMES";"12"
"CS COSTEIRA DO PIRAJUBAE";"300";"Z70-Z76";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM OUTRAS CIRCUNSTÂNCIAS";"1554"
"CS COSTEIRA DO PIRAJUBAE";"300";"Z00-Z13";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE PARA EXAME E INVESTIGAÇÃO";"236"
"CS COSTEIRA DO PIRAJUBAE";"300";"E10-E14";"DIABETES MELLITUS";"133"
"CS COSTEIRA DO PIRAJUBAE";"300";"F40-F48";"TRANSTORNOS NEURÓTICOS, TRANSTORNOS RELACIONADOS COM O ""STRESS"" E TRANSTORNOS SOMATOFORMES";"122"
"CS COSTEIRA DO PIRAJUBAE";"300";"Z30-Z39";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM CIRCUNSTÂNCIAS RELACIONADAS COM A REPRODUÇÃO";"117"
"CS COSTEIRA DO PIRAJUBAE";"300";"I10-I15";"DOENÇAS HIPERTENSIVAS";"101"
"CS COSTEIRA DO PIRAJUBAE";"300";"M50-M54";"OUTRAS DORSOPATIAS";"96"
"CS COSTEIRA DO PIRAJUBAE";"300";"B95-B97";"AGENTES DE INFECÇÕES BACTERIANAS, VIRAIS E OUTROS AGENTES INFECCIOSOS";"76"
"CS COSTEIRA DO PIRAJUBAE";"300";"R50-R69";"SINTOMAS E SINAIS GERAIS";"72"
"CS COSTEIRA DO PIRAJUBAE";"300";"M20-M25";"OUTROS TRANSTORNOS ARTICULARES";"62"
"CS COSTEIRA DO PIRAJUBAE";"301";"Z70-Z76";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM OUTRAS CIRCUNSTÂNCIAS";"1062"
"CS COSTEIRA DO PIRAJUBAE";"301";"I10-I15";"DOENÇAS HIPERTENSIVAS";"552"
"CS COSTEIRA DO PIRAJUBAE";"301";"E10-E14";"DIABETES MELLITUS";"325"
"CS COSTEIRA DO PIRAJUBAE";"301";"Z00-Z13";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE PARA EXAME E INVESTIGAÇÃO";"263"
"CS COSTEIRA DO PIRAJUBAE";"301";"Z30-Z39";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM CIRCUNSTÂNCIAS RELACIONADAS COM A REPRODUÇÃO";"217"
"CS COSTEIRA DO PIRAJUBAE";"301";"J00-J06";"INFECÇÕES AGUDAS DAS VIAS AÉREAS SUPERIORES";"136"
"CS COSTEIRA DO PIRAJUBAE";"301";"F40-F48";"TRANSTORNOS NEURÓTICOS, TRANSTORNOS RELACIONADOS COM O ""STRESS"" E TRANSTORNOS SOMATOFORMES";"135"
"CS COSTEIRA DO PIRAJUBAE";"301";"R50-R69";"SINTOMAS E SINAIS GERAIS";"108"
"CS COSTEIRA DO PIRAJUBAE";"301";"E70-E90";"DISTÚRBIOS METABÓLICOS";"92"
"CS COSTEIRA DO PIRAJUBAE";"301";"R70-R79";"ACHADOS ANORMAIS DE EXAMES DE SANGUE, SEM DIAGNÓSTICO";"90"
"CS COSTEIRA DO PIRAJUBAE";"302";"Z70-Z76";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM OUTRAS CIRCUNSTÂNCIAS";"1363"
"CS COSTEIRA DO PIRAJUBAE";"302";"Z00-Z13";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE PARA EXAME E INVESTIGAÇÃO";"586"
"CS COSTEIRA DO PIRAJUBAE";"302";"E10-E14";"DIABETES MELLITUS";"279"
"CS COSTEIRA DO PIRAJUBAE";"302";"I10-I15";"DOENÇAS HIPERTENSIVAS";"148"
"CS COSTEIRA DO PIRAJUBAE";"302";"M20-M25";"OUTROS TRANSTORNOS ARTICULARES";"142"
"CS COSTEIRA DO PIRAJUBAE";"302";"Z30-Z39";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM CIRCUNSTÂNCIAS RELACIONADAS COM A REPRODUÇÃO";"137"
"CS COSTEIRA DO PIRAJUBAE";"302";"E70-E90";"DISTÚRBIOS METABÓLICOS";"122"
"CS COSTEIRA DO PIRAJUBAE";"302";"M50-M54";"OUTRAS DORSOPATIAS";"107"
"CS COSTEIRA DO PIRAJUBAE";"302";"M70-M79";"OUTROS TRANSTORNOS DOS TECIDOS MOLES";"103"
"CS COSTEIRA DO PIRAJUBAE";"302";"J00-J06";"INFECÇÕES AGUDAS DAS VIAS AÉREAS SUPERIORES";"95"
"CS COSTEIRA DO PIRAJUBAE";"303";"Z70-Z76";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM OUTRAS CIRCUNSTÂNCIAS";"1163"
"CS COSTEIRA DO PIRAJUBAE";"303";"I10-I15";"DOENÇAS HIPERTENSIVAS";"896"
"CS COSTEIRA DO PIRAJUBAE";"303";"Z00-Z13";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE PARA EXAME E INVESTIGAÇÃO";"531"
"CS COSTEIRA DO PIRAJUBAE";"303";"E10-E14";"DIABETES MELLITUS";"306"
"CS COSTEIRA DO PIRAJUBAE";"303";"Z30-Z39";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM CIRCUNSTÂNCIAS RELACIONADAS COM A REPRODUÇÃO";"178"
"CS COSTEIRA DO PIRAJUBAE";"303";"J00-J06";"INFECÇÕES AGUDAS DAS VIAS AÉREAS SUPERIORES";"144"
"CS COSTEIRA DO PIRAJUBAE";"303";"E50-E64";"OUTRAS DEFICIÊNCIAS NUTRICIONAIS";"134"
"CS COSTEIRA DO PIRAJUBAE";"303";"F40-F48";"TRANSTORNOS NEURÓTICOS, TRANSTORNOS RELACIONADOS COM O ""STRESS"" E TRANSTORNOS SOMATOFORMES";"117"
"CS COSTEIRA DO PIRAJUBAE";"303";"B95-B97";"AGENTES DE INFECÇÕES BACTERIANAS, VIRAIS E OUTROS AGENTES INFECCIOSOS";"112"
"CS COSTEIRA DO PIRAJUBAE";"303";"A90-A99";"FEBRES POR ARBOVÍRUS E FEBRES HEMORRÁGICAS VIRAIS";"111"
"CS ESTREITO";"80";"Z70-Z76";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM OUTRAS CIRCUNSTÂNCIAS";"1130"
"CS ESTREITO";"80";"Z00-Z13";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE PARA EXAME E INVESTIGAÇÃO";"534"
"CS ESTREITO";"80";"I10-I15";"DOENÇAS HIPERTENSIVAS";"503"
"CS ESTREITO";"80";"B95-B97";"AGENTES DE INFECÇÕES BACTERIANAS, VIRAIS E OUTROS AGENTES INFECCIOSOS";"231"
"CS ESTREITO";"80";"A90-A99";"FEBRES POR ARBOVÍRUS E FEBRES HEMORRÁGICAS VIRAIS";"191"
"CS ESTREITO";"80";"E10-E14";"DIABETES MELLITUS";"162"
"CS ESTREITO";"80";"R50-R69";"SINTOMAS E SINAIS GERAIS";"143"
"CS ESTREITO";"80";"J00-J06";"INFECÇÕES AGUDAS DAS VIAS AÉREAS SUPERIORES";"120"
"CS ESTREITO";"80";"F40-F48";"TRANSTORNOS NEURÓTICOS, TRANSTORNOS RELACIONADOS COM O ""STRESS"" E TRANSTORNOS SOMATOFORMES";"115"
"CS ESTREITO";"80";"M50-M54";"OUTRAS DORSOPATIAS";"102"
"CS ESTREITO";"81";"I10-I15";"DOENÇAS HIPERTENSIVAS";"1304"
"CS ESTREITO";"81";"Z70-Z76";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM OUTRAS CIRCUNSTÂNCIAS";"1128"
"CS ESTREITO";"81";"Z00-Z13";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE PARA EXAME E INVESTIGAÇÃO";"658"
"CS ESTREITO";"81";"E10-E14";"DIABETES MELLITUS";"330"
"CS ESTREITO";"81";"Z30-Z39";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM CIRCUNSTÂNCIAS RELACIONADAS COM A REPRODUÇÃO";"263"
"CS ESTREITO";"81";"B95-B97";"AGENTES DE INFECÇÕES BACTERIANAS, VIRAIS E OUTROS AGENTES INFECCIOSOS";"259"
"CS ESTREITO";"81";"J00-J06";"INFECÇÕES AGUDAS DAS VIAS AÉREAS SUPERIORES";"183"
"CS ESTREITO";"81";"A90-A99";"FEBRES POR ARBOVÍRUS E FEBRES HEMORRÁGICAS VIRAIS";"154"
"CS ESTREITO";"81";"F40-F48";"TRANSTORNOS NEURÓTICOS, TRANSTORNOS RELACIONADOS COM O ""STRESS"" E TRANSTORNOS SOMATOFORMES";"127"
"CS ESTREITO";"81";"R50-R69";"SINTOMAS E SINAIS GERAIS";"127"
"CS ESTREITO";"82";"Z00-Z13";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE PARA EXAME E INVESTIGAÇÃO";"910"
"CS ESTREITO";"82";"Z70-Z76";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM OUTRAS CIRCUNSTÂNCIAS";"608"
"CS ESTREITO";"82";"I10-I15";"DOENÇAS HIPERTENSIVAS";"586"
"CS ESTREITO";"82";"F30-F39";"TRANSTORNOS DO HUMOR [AFETIVOS]";"441"
"CS ESTREITO";"82";"B95-B97";"AGENTES DE INFECÇÕES BACTERIANAS, VIRAIS E OUTROS AGENTES INFECCIOSOS";"229"
"CS ESTREITO";"82";"E10-E14";"DIABETES MELLITUS";"159"
"CS ESTREITO";"82";"M70-M79";"OUTROS TRANSTORNOS DOS TECIDOS MOLES";"101"
"CS ESTREITO";"82";"J00-J06";"INFECÇÕES AGUDAS DAS VIAS AÉREAS SUPERIORES";"100"
"CS ESTREITO";"82";"L80-L99";"OUTRAS AFECÇÕES DA PELE E DO TECIDO SUBCUTÂNEO";"95"
"CS ESTREITO";"82";"G40-G47";"TRANSTORNOS EPISÓDICOS E PAROXÍSTICOS";"92"
"CS ESTREITO";"83";"Z70-Z76";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM OUTRAS CIRCUNSTÂNCIAS";"1452"
"CS ESTREITO";"83";"Z00-Z13";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE PARA EXAME E INVESTIGAÇÃO";"877"
"CS ESTREITO";"83";"I10-I15";"DOENÇAS HIPERTENSIVAS";"709"
"CS ESTREITO";"83";"E10-E14";"DIABETES MELLITUS";"235"
"CS ESTREITO";"83";"B95-B97";"AGENTES DE INFECÇÕES BACTERIANAS, VIRAIS E OUTROS AGENTES INFECCIOSOS";"167"
"CS ESTREITO";"83";"F40-F48";"TRANSTORNOS NEURÓTICOS, TRANSTORNOS RELACIONADOS COM O ""STRESS"" E TRANSTORNOS SOMATOFORMES";"96"
"CS ESTREITO";"83";"J00-J06";"INFECÇÕES AGUDAS DAS VIAS AÉREAS SUPERIORES";"86"
"CS ESTREITO";"83";"F30-F39";"TRANSTORNOS DO HUMOR [AFETIVOS]";"67"
"CS ESTREITO";"83";"M50-M54";"OUTRAS DORSOPATIAS";"66"
"CS ESTREITO";"83";"R10-R19";"SINTOMAS E SINAIS RELATIVOS AO APARELHO DIGESTIVO E AO ABDOME";"65"
"CS FAZENDA DO RIO TAVARES";"780";"Z00-Z13";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE PARA EXAME E INVESTIGAÇÃO";"1187"
"CS FAZENDA DO RIO TAVARES";"780";"Z70-Z76";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM OUTRAS CIRCUNSTÂNCIAS";"1045"
"CS FAZENDA DO RIO TAVARES";"780";"I10-I15";"DOENÇAS HIPERTENSIVAS";"148"
"CS FAZENDA DO RIO TAVARES";"780";"E10-E14";"DIABETES MELLITUS";"144"
"CS FAZENDA DO RIO TAVARES";"780";"Z30-Z39";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM CIRCUNSTÂNCIAS RELACIONADAS COM A REPRODUÇÃO";"135"
"CS FAZENDA DO RIO TAVARES";"780";"J00-J06";"INFECÇÕES AGUDAS DAS VIAS AÉREAS SUPERIORES";"105"
"CS FAZENDA DO RIO TAVARES";"780";"M70-M79";"OUTROS TRANSTORNOS DOS TECIDOS MOLES";"101"
"CS FAZENDA DO RIO TAVARES";"780";"M50-M54";"OUTRAS DORSOPATIAS";"96"
"CS FAZENDA DO RIO TAVARES";"780";"F40-F48";"TRANSTORNOS NEURÓTICOS, TRANSTORNOS RELACIONADOS COM O ""STRESS"" E TRANSTORNOS SOMATOFORMES";"94"
"CS FAZENDA DO RIO TAVARES";"780";"R50-R69";"SINTOMAS E SINAIS GERAIS";"94"
"CS FAZENDA DO RIO TAVARES";"781";"Z70-Z76";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM OUTRAS CIRCUNSTÂNCIAS";"960"
"CS FAZENDA DO RIO TAVARES";"781";"Z00-Z13";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE PARA EXAME E INVESTIGAÇÃO";"661"
"CS FAZENDA DO RIO TAVARES";"781";"R50-R69";"SINTOMAS E SINAIS GERAIS";"477"
"CS FAZENDA DO RIO TAVARES";"781";"I10-I15";"DOENÇAS HIPERTENSIVAS";"462"
"CS FAZENDA DO RIO TAVARES";"781";"R40-R46";"SINTOMAS E SINAIS RELATIVOS À COGNIÇÃO, À PERCEPÇÃO, AO ESTADO EMOCIONAL E AO COMPORTAMENTO";"322"
"CS FAZENDA DO RIO TAVARES";"781";"Z30-Z39";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM CIRCUNSTÂNCIAS RELACIONADAS COM A REPRODUÇÃO";"191"
"CS FAZENDA DO RIO TAVARES";"781";"B95-B97";"AGENTES DE INFECÇÕES BACTERIANAS, VIRAIS E OUTROS AGENTES INFECCIOSOS";"143"
"CS FAZENDA DO RIO TAVARES";"781";"E10-E14";"DIABETES MELLITUS";"142"
"CS FAZENDA DO RIO TAVARES";"781";"R00-R09";"SINTOMAS E SINAIS RELATIVOS AO APARELHO CIRCULATÓRIO E RESPIRATÓRIO";"105"
"CS FAZENDA DO RIO TAVARES";"781";"J00-J06";"INFECÇÕES AGUDAS DAS VIAS AÉREAS SUPERIORES";"83"
"CS FAZENDA DO RIO TAVARES";"782";"Z70-Z76";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM OUTRAS CIRCUNSTÂNCIAS";"832"
"CS FAZENDA DO RIO TAVARES";"782";"Z00-Z13";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE PARA EXAME E INVESTIGAÇÃO";"384"
"CS FAZENDA DO RIO TAVARES";"782";"I10-I15";"DOENÇAS HIPERTENSIVAS";"364"
"CS FAZENDA DO RIO TAVARES";"782";"Z30-Z39";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM CIRCUNSTÂNCIAS RELACIONADAS COM A REPRODUÇÃO";"193"
"CS FAZENDA DO RIO TAVARES";"782";"J00-J06";"INFECÇÕES AGUDAS DAS VIAS AÉREAS SUPERIORES";"158"
"CS FAZENDA DO RIO TAVARES";"782";"R40-R46";"SINTOMAS E SINAIS RELATIVOS À COGNIÇÃO, À PERCEPÇÃO, AO ESTADO EMOCIONAL E AO COMPORTAMENTO";"154"
"CS FAZENDA DO RIO TAVARES";"782";"E10-E14";"DIABETES MELLITUS";"149"
"CS FAZENDA DO RIO TAVARES";"782";"R50-R69";"SINTOMAS E SINAIS GERAIS";"137"
"CS FAZENDA DO RIO TAVARES";"782";"R00-R09";"SINTOMAS E SINAIS RELATIVOS AO APARELHO CIRCULATÓRIO E RESPIRATÓRIO";"127"
"CS FAZENDA DO RIO TAVARES";"782";"R10-R19";"SINTOMAS E SINAIS RELATIVOS AO APARELHO DIGESTIVO E AO ABDOME";"118"
"CS INGLESES";"430";"Z70-Z76";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM OUTRAS CIRCUNSTÂNCIAS";"1"
"CS INGLESES";"431";"Z70-Z76";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM OUTRAS CIRCUNSTÂNCIAS";"1719"
"CS INGLESES";"431";"I10-I15";"DOENÇAS HIPERTENSIVAS";"470"
"CS INGLESES";"431";"Z00-Z13";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE PARA EXAME E INVESTIGAÇÃO";"459"
"CS INGLESES";"431";"Z30-Z39";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM CIRCUNSTÂNCIAS RELACIONADAS COM A REPRODUÇÃO";"160"
"CS INGLESES";"431";"F40-F48";"TRANSTORNOS NEURÓTICOS, TRANSTORNOS RELACIONADOS COM O ""STRESS"" E TRANSTORNOS SOMATOFORMES";"117"
"CS INGLESES";"431";"A00-A09";"DOENÇAS INFECCIOSAS INTESTINAIS";"78"
"CS INGLESES";"431";"F30-F39";"TRANSTORNOS DO HUMOR [AFETIVOS]";"74"
"CS INGLESES";"431";"J00-J06";"INFECÇÕES AGUDAS DAS VIAS AÉREAS SUPERIORES";"66"
"CS INGLESES";"431";"R10-R19";"SINTOMAS E SINAIS RELATIVOS AO APARELHO DIGESTIVO E AO ABDOME";"65"
"CS INGLESES";"431";"E10-E14";"DIABETES MELLITUS";"64"
"CS INGLESES";"432";"Z00-Z13";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE PARA EXAME E INVESTIGAÇÃO";"2516"
"CS INGLESES";"432";"Z70-Z76";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM OUTRAS CIRCUNSTÂNCIAS";"1096"
"CS INGLESES";"432";"I10-I15";"DOENÇAS HIPERTENSIVAS";"531"
"CS INGLESES";"432";"Z30-Z39";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM CIRCUNSTÂNCIAS RELACIONADAS COM A REPRODUÇÃO";"171"
"CS INGLESES";"432";"F30-F39";"TRANSTORNOS DO HUMOR [AFETIVOS]";"144"
"CS INGLESES";"432";"E10-E14";"DIABETES MELLITUS";"141"
"CS INGLESES";"432";"M50-M54";"OUTRAS DORSOPATIAS";"93"
"CS INGLESES";"432";"F40-F48";"TRANSTORNOS NEURÓTICOS, TRANSTORNOS RELACIONADOS COM O ""STRESS"" E TRANSTORNOS SOMATOFORMES";"89"
"CS INGLESES";"432";"J00-J06";"INFECÇÕES AGUDAS DAS VIAS AÉREAS SUPERIORES";"86"
"CS INGLESES";"432";"E50-E64";"OUTRAS DEFICIÊNCIAS NUTRICIONAIS";"70"
"CS INGLESES";"433";"Z70-Z76";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM OUTRAS CIRCUNSTÂNCIAS";"1179"
"CS INGLESES";"433";"I10-I15";"DOENÇAS HIPERTENSIVAS";"380"
"CS INGLESES";"433";"Z00-Z13";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE PARA EXAME E INVESTIGAÇÃO";"226"
"CS INGLESES";"433";"F40-F48";"TRANSTORNOS NEURÓTICOS, TRANSTORNOS RELACIONADOS COM O ""STRESS"" E TRANSTORNOS SOMATOFORMES";"122"
"CS INGLESES";"433";"Z30-Z39";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM CIRCUNSTÂNCIAS RELACIONADAS COM A REPRODUÇÃO";"119"
"CS INGLESES";"433";"E10-E14";"DIABETES MELLITUS";"115"
"CS INGLESES";"433";"M50-M54";"OUTRAS DORSOPATIAS";"74"
"CS INGLESES";"433";"J00-J06";"INFECÇÕES AGUDAS DAS VIAS AÉREAS SUPERIORES";"71"
"CS INGLESES";"433";"N80-N98";"TRANSTORNOS NÃO-INFLAMATÓRIOS DO TRATO GENITAL FEMININO";"71"
"CS INGLESES";"433";"M20-M25";"OUTROS TRANSTORNOS ARTICULARES";"61"
"CS INGLESES";"434";"Z70-Z76";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM OUTRAS CIRCUNSTÂNCIAS";"1247"
"CS INGLESES";"434";"Z00-Z13";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE PARA EXAME E INVESTIGAÇÃO";"380"
"CS INGLESES";"434";"I10-I15";"DOENÇAS HIPERTENSIVAS";"301"
"CS INGLESES";"434";"Z40-Z54";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE PARA PROCEDIMENTOS E CUIDADOS ESPECÍFICOS";"182"
"CS INGLESES";"434";"Z30-Z39";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM CIRCUNSTÂNCIAS RELACIONADAS COM A REPRODUÇÃO";"152"
"CS INGLESES";"434";"F40-F48";"TRANSTORNOS NEURÓTICOS, TRANSTORNOS RELACIONADOS COM O ""STRESS"" E TRANSTORNOS SOMATOFORMES";"128"
"CS INGLESES";"434";"J00-J06";"INFECÇÕES AGUDAS DAS VIAS AÉREAS SUPERIORES";"67"
"CS INGLESES";"434";"E10-E14";"DIABETES MELLITUS";"64"
"CS INGLESES";"434";"F30-F39";"TRANSTORNOS DO HUMOR [AFETIVOS]";"62"
"CS INGLESES";"434";"R70-R79";"ACHADOS ANORMAIS DE EXAMES DE SANGUE, SEM DIAGNÓSTICO";"60"
"CS INGLESES";"435";"Z70-Z76";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM OUTRAS CIRCUNSTÂNCIAS";"893"
"CS INGLESES";"435";"Z00-Z13";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE PARA EXAME E INVESTIGAÇÃO";"675"
"CS INGLESES";"435";"I10-I15";"DOENÇAS HIPERTENSIVAS";"215"
"CS INGLESES";"435";"Z30-Z39";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM CIRCUNSTÂNCIAS RELACIONADAS COM A REPRODUÇÃO";"185"
"CS INGLESES";"435";"E10-E14";"DIABETES MELLITUS";"90"
"CS INGLESES";"435";"F40-F48";"TRANSTORNOS NEURÓTICOS, TRANSTORNOS RELACIONADOS COM O ""STRESS"" E TRANSTORNOS SOMATOFORMES";"65"
"CS INGLESES";"435";"Z40-Z54";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE PARA PROCEDIMENTOS E CUIDADOS ESPECÍFICOS";"53"
"CS INGLESES";"435";"A00-A09";"DOENÇAS INFECCIOSAS INTESTINAIS";"52"
"CS INGLESES";"435";"J00-J06";"INFECÇÕES AGUDAS DAS VIAS AÉREAS SUPERIORES";"49"
"CS INGLESES";"435";"M50-M54";"OUTRAS DORSOPATIAS";"47"
"CS INGLESES";"436";"Z70-Z76";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM OUTRAS CIRCUNSTÂNCIAS";"1118"
"CS INGLESES";"436";"I10-I15";"DOENÇAS HIPERTENSIVAS";"826"
"CS INGLESES";"436";"Z00-Z13";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE PARA EXAME E INVESTIGAÇÃO";"751"
"CS INGLESES";"436";"F40-F48";"TRANSTORNOS NEURÓTICOS, TRANSTORNOS RELACIONADOS COM O ""STRESS"" E TRANSTORNOS SOMATOFORMES";"291"
"CS INGLESES";"436";"E10-E14";"DIABETES MELLITUS";"274"
"CS INGLESES";"436";"Z30-Z39";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM CIRCUNSTÂNCIAS RELACIONADAS COM A REPRODUÇÃO";"176"
"CS INGLESES";"436";"R50-R69";"SINTOMAS E SINAIS GERAIS";"144"
"CS INGLESES";"436";"M20-M25";"OUTROS TRANSTORNOS ARTICULARES";"133"
"CS INGLESES";"436";"L80-L99";"OUTRAS AFECÇÕES DA PELE E DO TECIDO SUBCUTÂNEO";"105"
"CS INGLESES";"436";"J00-J06";"INFECÇÕES AGUDAS DAS VIAS AÉREAS SUPERIORES";"91"
"CS INGLESES";"437";"Z70-Z76";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM OUTRAS CIRCUNSTÂNCIAS";"960"
"CS INGLESES";"437";"Z00-Z13";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE PARA EXAME E INVESTIGAÇÃO";"572"
"CS INGLESES";"437";"Z30-Z39";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM CIRCUNSTÂNCIAS RELACIONADAS COM A REPRODUÇÃO";"195"
"CS INGLESES";"437";"I10-I15";"DOENÇAS HIPERTENSIVAS";"183"
"CS INGLESES";"437";"E10-E14";"DIABETES MELLITUS";"96"
"CS INGLESES";"437";"M50-M54";"OUTRAS DORSOPATIAS";"79"
"CS INGLESES";"437";"J00-J06";"INFECÇÕES AGUDAS DAS VIAS AÉREAS SUPERIORES";"65"
"CS INGLESES";"437";"M70-M79";"OUTROS TRANSTORNOS DOS TECIDOS MOLES";"63"
"CS INGLESES";"437";"R00-R09";"SINTOMAS E SINAIS RELATIVOS AO APARELHO CIRCULATÓRIO E RESPIRATÓRIO";"60"
"CS INGLESES";"437";"F30-F39";"TRANSTORNOS DO HUMOR [AFETIVOS]";"58"
"CS ITACORUBI";"190";"Z70-Z76";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM OUTRAS CIRCUNSTÂNCIAS";"731"
"CS ITACORUBI";"190";"Z00-Z13";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE PARA EXAME E INVESTIGAÇÃO";"557"
"CS ITACORUBI";"190";"J00-J06";"INFECÇÕES AGUDAS DAS VIAS AÉREAS SUPERIORES";"240"
"CS ITACORUBI";"190";"F40-F48";"TRANSTORNOS NEURÓTICOS, TRANSTORNOS RELACIONADOS COM O ""STRESS"" E TRANSTORNOS SOMATOFORMES";"187"
"CS ITACORUBI";"190";"F30-F39";"TRANSTORNOS DO HUMOR [AFETIVOS]";"131"
"CS ITACORUBI";"190";"I10-I15";"DOENÇAS HIPERTENSIVAS";"119"
"CS ITACORUBI";"190";"Z30-Z39";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM CIRCUNSTÂNCIAS RELACIONADAS COM A REPRODUÇÃO";"118"
"CS ITACORUBI";"190";"R50-R69";"SINTOMAS E SINAIS GERAIS";"108"
"CS ITACORUBI";"190";"M50-M54";"OUTRAS DORSOPATIAS";"106"
"CS ITACORUBI";"190";"A90-A99";"FEBRES POR ARBOVÍRUS E FEBRES HEMORRÁGICAS VIRAIS";"80"
"CS ITACORUBI";"191";"Z00-Z13";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE PARA EXAME E INVESTIGAÇÃO";"411"
"CS ITACORUBI";"191";"Z70-Z76";"PESSOAS EM CONTATO COM OS SERVIÇOS DE SAÚDE EM OUTRAS CIRCUNSTÂNCIAS";"337"
"CS ITACORUBI";"191";"I10-I15";"DOENÇAS HIPERTENSIVAS";"190"
"CS ITACORUBI";"191";"J00-J06";"INFECÇÕES AGUDAS DAS VIAS AÉREAS SUPERIORES";"154"
